(2,2,22,'Quinoa Bowl','Quinoa with roasted vegetables and feta cheese',9.99,TRUE,4.6,15,TRUE),
(2,3,23,'Spicy Tuna Tartare','Raw tuna with spicy sauce and avocado',12.99,TRUE,4.7,20,FALSE),
(2,4,24,'Stuffed Peppers','Bell peppers stuffed with rice and beans',8.49,TRUE,4.3,25,TRUE),
(2,5,25,'Ribeye Steak','Grilled ribeye steak with garlic butter',22.99,TRUE,4.8,30,FALSE),
(2,6,26,'Vegetable Samosas','Deep-fried pastry filled with spiced potatoes',5.99,TRUE,4.2,10,TRUE),
(2,7,27,'Pork Schnitzel','Breaded pork cutlet with lemon and capers',13.49,TRUE,4.4,25,FALSE),
(2,8,28,'Pesto Pasta','Pasta with basil pesto and parmesan cheese',11.99,TRUE,4.5,20,TRUE),
(2,9,29,'Hummus Platter','Hummus served with pita and vegetables',7.49,TRUE,4.6,10,TRUE),
(2,10,30,'Lamb Gyro','Grilled lamb wrapped in pita with tzatziki',9.99,TRUE,4.5,15,FALSE),
(2,11,31,'Banana Split','Sliced bananas with ice cream and toppings',4.99,TRUE,4.7,5,TRUE),
(2,12,32,'Cilantro Lime Rice','Rice cooked with cilantro and lime',3.99,TRUE,4.2,5,TRUE),
(2,13,33,'Chicken Quesadilla','Grilled chicken in a tortilla with cheese',9.49,TRUE,4.4,15,FALSE),
(2,14,34,'Creamy Tomato Soup','Rich tomato soup with cream and basil',5.49,TRUE,4.3,10,TRUE),
(2,15,35,'Vegetable Korma','Creamy vegetable curry with spices',10.99,TRUE,4.6,20,TRUE),
(2,16,36,'Seafood Paella','Spanish rice dish with seafood and saffron',15.99,TRUE,4.8,30,FALSE),
(2,17,37,'Peach Cobbler','Baked dessert with peaches and crumb topping',5.99,TRUE,4.5,10,TRUE),
(2,18,38,'Chicken Fried Rice','Stir-fried rice with chicken and vegetables',8.99,TRUE,4.4,15,FALSE),
(2,19,39,'Beef Stroganoff','Tender beef in creamy mushroom sauce',14.49,TRUE,4.6,25,FALSE),
(2,20,40,'Greek Salad',Fresh salad with olives feta and cucumbers' ,7.99,TRUE,4.5,10,TRUE),
(3,1,41,'Bruschetta','Grilled bread topped with tomatoes and basil',6.99,TRUE,4.6,10,TRUE),
(3,2,42,'Beef Tacos','Soft tacos filled with seasoned beef',10.49,TRUE,4.5,15,FALSE),
(3,3,43,'Shrimp Scampi','Shrimp cooked in garlic butter and white wine',14.99,TRUE,4.8,20,FALSE),
(3,4,44,'Chili con Carne','Spicy beef and bean stew',9.99,TRUE,4.4,30,FALSE),
(3,5,45,'Mediterranean Bowl',Quinoa veggies and tzatziki sauce',8.99,TRUE,4.7,15,TRUE),
(3,6,46,'Lemon Sorbet','Frozen dessert with lemon flavor',3.49,TRUE,4.5,5,TRUE),
(3,7,47,'Ratatouille','Stewed vegetables with herbs',10.99,TRUE,4.6,20,TRUE),
(3,8,48,'BBQ Ribs','Tender ribs with BBQ sauce',15.99,TRUE,4.8,30,FALSE),
(3,9,49,'Chocolates Mousse','Rich chocolate dessert',4.99,TRUE,4.7,10,TRUE),
(3,10,50,'Crispy Tofu','Tofu stir-fried with vegetables',7.99,TRUE,4.5,15,TRUE),
(3,11,1,'Spinach Dip','Cheesy spinach dip with tortilla chips',6.49,TRUE,4.4,10,TRUE),
(3,12,2,'Peanut Noodles','Noodles tossed in a creamy peanut sauce',9.99,TRUE,4.5,15,TRUE),
(3,13,3,'Chicken Alfredo','Pasta with creamy Alfredo sauce and chicken',12.99,TRUE,4.6,20,FALSE),
(3,14,4,'Baklava','Layered pastry with nuts and honey',4.99,TRUE,4.8,10,TRUE),
(3,15,5,'Quiche Lorraine','Savory pie with bacon and cheese',7.49,TRUE,4.4,25,FALSE),
(3,16,6,'Caprese Salad',Tomato mozzarella and basil salad',8.49,TRUE,4.5,10,TRUE),
(3,17,7,'Stuffed Zucchini','Zucchini filled with rice and vegetables',10.49,TRUE,4.7,20,TRUE),
(3,18,8,'Tiramisu','Coffee-flavored Italian dessert',5.99,TRUE,4.9,10,TRUE),
(3,19,9,'Gnocchi','Potato dumplings with marinara sauce',9.99,TRUE,4.4,20,TRUE),
(3,20,10,'Pumpkin Soup','Seasonal soup made with pumpkin',5.49,TRUE,4.6,10,TRUE),
(4,1,11,'Corn on the Cob','Grilled corn with butter',3.99,TRUE,4.5,5,TRUE),
(4,2,12,'Seafood Chowder','Creamy chowder with shrimp and clams',9.99,TRUE,4.8,20,FALSE),
(4,3,13,'Vegetable Stir Fry','Mixed vegetables stir-fried with soy sauce',7.99,TRUE,4.4,15,TRUE),
(4,4,14,'Beef Wellington','Beef fillet wrapped in pastry',18.99,TRUE,4.7,35,FALSE),
(4,5,15,'Coconut Shrimp','Shrimp coated in coconut and fried',12.49,TRUE,4.6,20,FALSE),
(4,6,16,'Fried Green Tomatoes',Coated tomatoes fried and served with sauce',5.49,TRUE,4.4,10,TRUE),
(4,7,17,'Mushroom Risotto','Rice cooked with mushrooms and cheese',11.99,TRUE,4.6,20,TRUE),
(4,8,18,'Lemon Herb Chicken','Grilled chicken with lemon and herbs',14.99,TRUE,4.5,25,FALSE),
(4,9,19,'Chocolate Chip Cookies','Baked cookies with chocolate chips',4.99,TRUE,4.8,10,TRUE),
(4,10,20,'Baked Ziti','Pasta baked with cheese and marinara sauce',10.49,TRUE,4.6,20,TRUE),
(4,11,21,'Tandoori Paneer','Cubes of paneer marinated in spices and grilled',12.99,TRUE,4.6,25,TRUE),
(4,12,22,'Miso Soup','Japanese soup made with miso and seaweed',4.99,TRUE,4.5,5,TRUE),
(4,13,23,'Lobster Roll','Lobster meat in a buttered roll',16.99,TRUE,4.7,25,FALSE),
(4,14,24,'Ramen','Noodles in broth with various toppings',12.49,TRUE,4.5,20,FALSE),
(4,15,25,'Beef Enchiladas','Tortillas filled with beef and cheese',10.99,TRUE,4.4,15,FALSE),
(4,16,26,'Hibachi Chicken','Grilled chicken with vegetables',13.49,TRUE,4.6,20,FALSE),
(4,17,27,'Potato Wedges','Seasoned potato wedges',3.49,TRUE,4.5,5,TRUE),
(4,18,28,'Vegetable Biryani','Spicy rice dish with mixed vegetables',11.99,TRUE,4.7,20,TRUE),
(4,19,29,'Clam Chowder','Rich soup with clams and potatoes',9.49,TRUE,4.6,20,FALSE),
(4,20,30,'Mango Lassi','Sweet yogurt drink with mango',3.99,TRUE,4.8,5,TRUE),
(5,1,31,'Tom Yum Soup','Spicy Thai soup with shrimp',9.99,TRUE,4.7,20,FALSE),
(5,2,32,'Crab Cakes','Pan-fried crab cakes with remoulade',12.99,TRUE,4.6,25,FALSE),
(5,3,33,'Vegetable Banh Mi','Vietnamese sandwich with pickled veggies',8.49,TRUE,4.5,10,TRUE),
(5,4,34,'Choco Fudge Brownie','Rich brownie topped with chocolate sauce',4.99,TRUE,4.8,10,TRUE),
(5,5,35,'Baked Eggplant','Stuffed eggplant with tomato sauce',9.99,TRUE,4.6,20,TRUE),
(5,6,36,'Teriyaki Chicken','Grilled chicken with teriyaki sauce',13.49,TRUE,4.5,20,FALSE),
(5,7,37,'Cucumber Salad','Fresh salad with cucumbers and vinegar',5.49,TRUE,4.5,5,TRUE),
(5,8,38,'Seafood Risotto','Rice with seafood and saffron',15.99,TRUE,4.8,30,FALSE),
(5,9,39,'Vegetable Lasagna','Layers of pasta with vegetables and cheese',11.49,TRUE,4.7,20,TRUE),
(5,10,40,'Stuffed Mushrooms','Stuffed with cheese and herbs',6.99,TRUE,4.4,10,TRUE),
(5,11,41,'Peking Duck','Crispy duck served with pancakes',20.99,TRUE,4.9,30,FALSE),
(5,12,42,'Pork Fried Rice','Stir-fried rice with pork and vegetables',8.99,TRUE,4.5,15,FALSE),
(5,13,43,'Cabbage Rolls','Grape leaves stuffed with rice and spices',9.99,TRUE,4.6,20,TRUE),
(5,14,44,'Peanut Butter Pie','Rich dessert made with peanut butter',5.49,TRUE,4.7,10,TRUE),
(5,15,45,'Fettuccine Alfredo','Pasta in creamy sauce with parmesan',11.99,TRUE,4.6,20,FALSE),
(5,16,46,'Shrimp Fried Rice','Stir-fried rice with shrimp and vegetables',9.49,TRUE,4.5,15,FALSE),
(5,17,47,'Olive Tapenade',Spread made from olives serve with bread',4.99,TRUE,4.4,5,TRUE),
(5,18,48,'Vegetable Tempura','Battered and fried vegetables',7.99,TRUE,4.5,10,TRUE),
(5,19,49,'Beef Pho','Noodle soup with beef and herbs',10.99,TRUE,4.8,20,FALSE),
(5,20,50,'Chili Lime Corn Salad',Salad with corn chili and lime dressing',6.49,TRUE,4.6,10,TRUE);
